accelerateType,attributeAcceleration,attributeAggression,attributeAgility,attributeBalance,attributeBallControl,attributeComposure,attributeCrossing,attributeCurve,attributeDefensiveAwareness,attributeDribbling,attributeFinishing,attributeFkAccuracy,attributeGkDiving,attributeGkHandling,attributeGkKicking,attributeGkPositioning,attributeGkReflexes,attributeHeadingAccuracy,attributeInterceptions,attributeJumping,attributeLongPassing,attributeLongShots,attributePenalties,attributePositioning,attributeReactions,attributeShortPassing,attributeShotPower,attributeSlidingTackle,attributeSprintSpeed,attributeStamina,attributeStandingTackle,attributeStrength,attributeVision,attributeVolleys,bodytype,commonName,eaId,foot,height,overall,playstyles,playstylesPlus,positions,rolesPlus,rolesPlusPlus,skillMoves,weakFoot,weight,player_origin_id,debug_index,__true_player_id,archetype,metarating,__player_id
MOSTLY_LENGTHY,72,93,63,63,72,85,62,58,88,56,62,46,12,5,8,11,12,83,88,92,83,63,52,54,86,84,77,83,86,85,87,85,72,64,Average Medium,Nicolás Otamendi,50524014,Right,183,87,"['Power Header', 'Jockey', 'Intercept', 'Slide Tackle', 'Bruiser', 'Aerial']",[],['CB'],['CB Stopper'],['CB Ball-Playing Defender'],2,3,78.0,50524014_123,123,50524014,ball_playing_defender,77.14948911504695,50524014_123_ball_playing_defender
CONTROLLED_EXPLOSIVE,91,75,87,85,89,84,87,78,37,88,90,70,11,6,9,12,9,86,35,94,76,82,74,88,87,90,85,38,90,87,43,78,80,80,Lean Medium,Juanmi,50529539,Right,172,87,"['Whipped Pass', 'Rapid', 'First Touch', 'Press Proven', 'Quick Step', 'Trivela']",['Trickster'],"['RM', 'CAM', 'ST', 'LW']","['RM Wide Playmaker', 'ST Poacher']","['RM Inside Forward', 'CAM Half Winger']",5,4,69.0,50529539_124,124,50529539,half_winger,79.32484717083699,50529539_124_half_winger
CONTROLLED_EXPLOSIVE,91,75,87,85,89,84,87,78,37,88,90,70,11,6,9,12,9,86,35,94,76,82,74,88,87,90,85,38,90,87,43,78,80,80,Lean Medium,Juanmi,50529539,Right,172,87,"['Whipped Pass', 'Rapid', 'First Touch', 'Press Proven', 'Quick Step', 'Trivela']",['Trickster'],"['RM', 'CAM', 'ST', 'LW']","['RM Wide Playmaker', 'ST Poacher']","['RM Inside Forward', 'CAM Half Winger']",5,4,69.0,50529539_124,124,50529539,inside_forward,83.42620025549955,50529539_124_inside_forward
CONTROLLED,81,91,79,89,84,90,73,64,89,78,69,73,14,15,8,8,13,66,91,78,89,78,53,74,86,89,76,85,78,91,88,90,83,63,Stocky Medium,Sam Morsy,50529623,Right,175,87,"['Pinged Pass', 'Long Ball Pass', 'Anticipate', 'Slide Tackle', 'Bruiser']",[],"['CDM', 'CM']","['CDM Holding', 'CM Holding', 'CM Deep-Lying Playmaker']",['CDM Deep-Lying Playmaker'],3,4,75.0,50529623_125,125,50529623,deep_lying_playmaker,78.77886698394255,50529623_125_deep_lying_playmaker
MOSTLY_LENGTHY,80,96,76,78,84,82,78,81,86,74,68,79,7,8,11,7,13,71,83,76,91,86,66,78,87,90,92,82,80,88,83,90,85,56,Average Tall,Granit Xhaka,50531151,Left,186,87,"['Finesse Shot', 'Power Shot', 'Incisive Pass', 'Long Ball Pass', 'Anticipate', 'Slide Tackle']",['Bruiser'],"['CDM', 'CM']","['CDM Deep-Lying Playmaker', 'CM Box to Box', 'CM Playmaker']",['CDM Holding'],4,4,80.0,50531151_126,126,50531151,holding,81.66806870242887,50531151_126_holding
MOSTLY_LENGTHY,82,90,71,70,75,90,55,58,92,74,47,43,7,11,7,13,5,87,90,88,76,41,54,54,91,80,75,91,90,82,90,93,75,52,Unique,Kalidou Koulibaly,50532672,Right,186,88,"['Power Header', 'Pinged Pass', 'Long Ball Pass', 'Jockey', 'Slide Tackle', 'Bruiser', 'Relentless']","['Block', 'Anticipate']",['CB'],['CB Ball-Playing Defender'],"['CB Defender', 'CB Stopper']",3,4,93.0,50532672_127,127,50532672,defender,87.60322209934503,50532672_127_defender
MOSTLY_LENGTHY,82,90,71,70,75,90,55,58,92,74,47,43,7,11,7,13,5,87,90,88,76,41,54,54,91,80,75,91,90,82,90,93,75,52,Unique,Kalidou Koulibaly,50532672,Right,186,88,"['Power Header', 'Pinged Pass', 'Long Ball Pass', 'Jockey', 'Slide Tackle', 'Bruiser', 'Relentless']","['Block', 'Anticipate']",['CB'],['CB Ball-Playing Defender'],"['CB Defender', 'CB Stopper']",3,4,93.0,50532672_127,127,50532672,stopper,85.797709658682,50532672_127_stopper
CONTROLLED_LENGTHY,90,88,82,83,86,82,83,85,83,90,75,64,15,15,12,6,6,88,87,95,81,81,60,94,88,82,92,96,90,87,88,87,83,80,Average Tall,Danny da Costa,50534077,Right,187,88,"['Pinged Pass', 'Jockey', 'Block', 'Slide Tackle', 'Bruiser', 'Trickster', 'Relentless']","['Whipped Pass', 'Intercept']","['RB', 'RM']","['RB Fullback', 'RB Falseback', 'RM Winger']","['RB Wingback', 'RB Attacking Wingback', 'RM Wide Midfielder']",5,5,87.0,50534077_128,128,50534077,wide_midfielder,83.17532050734766,50534077_128_wide_midfielder
CONTROLLED_LENGTHY,90,88,82,83,86,82,83,85,83,90,75,64,15,15,12,6,6,88,87,95,81,81,60,94,88,82,92,96,90,87,88,87,83,80,Average Tall,Danny da Costa,50534077,Right,187,88,"['Pinged Pass', 'Jockey', 'Block', 'Slide Tackle', 'Bruiser', 'Trickster', 'Relentless']","['Whipped Pass', 'Intercept']","['RB', 'RM']","['RB Fullback', 'RB Falseback', 'RM Winger']","['RB Wingback', 'RB Attacking Wingback', 'RM Wide Midfielder']",5,5,87.0,50534077_128,128,50534077,wingback,86.54918378545456,50534077_128_wingback
CONTROLLED_LENGTHY,90,88,82,83,86,82,83,85,83,90,75,64,15,15,12,6,6,88,87,95,81,81,60,94,88,82,92,96,90,87,88,87,83,80,Average Tall,Danny da Costa,50534077,Right,187,88,"['Pinged Pass', 'Jockey', 'Block', 'Slide Tackle', 'Bruiser', 'Trickster', 'Relentless']","['Whipped Pass', 'Intercept']","['RB', 'RM']","['RB Fullback', 'RB Falseback', 'RM Winger']","['RB Wingback', 'RB Attacking Wingback', 'RM Wide Midfielder']",5,5,87.0,50534077_128,128,50534077,attacking_wingback,86.43311546462195,50534077_128_attacking_wingback
MOSTLY_LENGTHY,85,95,80,80,84,92,74,87,92,81,61,71,14,16,9,14,9,97,94,93,94,63,84,77,88,94,92,81,85,87,92,95,90,62,Stocky Tall,Harry Maguire,50534911,Right,193,92,"['Power Header', 'Long Ball Pass', 'Jockey', 'Block', 'Slide Tackle']","['Aerial', 'Bruiser']",['CB'],[],"['CB Defender', 'CB Stopper', 'CB Ball-Playing Defender']",5,5,100.0,50534911_129,129,50534911,ball_playing_defender,89.4196343701853,50534911_129_ball_playing_defender
MOSTLY_LENGTHY,85,95,80,80,84,92,74,87,92,81,61,71,14,16,9,14,9,97,94,93,94,63,84,77,88,94,92,81,85,87,92,95,90,62,Stocky Tall,Harry Maguire,50534911,Right,193,92,"['Power Header', 'Long Ball Pass', 'Jockey', 'Block', 'Slide Tackle']","['Aerial', 'Bruiser']",['CB'],[],"['CB Defender', 'CB Stopper', 'CB Ball-Playing Defender']",5,5,100.0,50534911_129,129,50534911,defender,90.15899871484439,50534911_129_defender
MOSTLY_LENGTHY,85,95,80,80,84,92,74,87,92,81,61,71,14,16,9,14,9,97,94,93,94,63,84,77,88,94,92,81,85,87,92,95,90,62,Stocky Tall,Harry Maguire,50534911,Right,193,92,"['Power Header', 'Long Ball Pass', 'Jockey', 'Block', 'Slide Tackle']","['Aerial', 'Bruiser']",['CB'],[],"['CB Defender', 'CB Stopper', 'CB Ball-Playing Defender']",5,5,100.0,50534911_129,129,50534911,stopper,87.42247889957588,50534911_129_stopper
MOSTLY_LENGTHY,59,36,36,42,25,63,11,13,19,15,14,12,88,89,85,89,90,11,23,71,52,15,22,13,80,42,56,14,56,37,15,75,50,14,Lean Tall,Nick Pope,50535489,Right,199,90,"['Pinged Pass', 'GK Far Throw', 'GK Deflector']","['Long Ball Pass', 'GK Footwork']",['GK'],[],"['GK Goalkeeper', 'GK Sweeper Keeper']",5,5,76.0,50535489_130,130,50535489,goalkeeper,84.69618198597274,50535489_130_goalkeeper
MOSTLY_LENGTHY,59,36,36,42,25,63,11,13,19,15,14,12,88,89,85,89,90,11,23,71,52,15,22,13,80,42,56,14,56,37,15,75,50,14,Lean Tall,Nick Pope,50535489,Right,199,90,"['Pinged Pass', 'GK Far Throw', 'GK Deflector']","['Long Ball Pass', 'GK Footwork']",['GK'],[],"['GK Goalkeeper', 'GK Sweeper Keeper']",5,5,76.0,50535489_130,130,50535489,sweeper_keeper,83.82145024471191,50535489_130_sweeper_keeper
MOSTLY_EXPLOSIVE,93,69,93,96,90,90,86,83,54,93,92,69,14,10,10,9,7,51,46,78,81,88,77,92,90,93,94,52,88,84,53,78,89,91,Unique,Serge Gnabry,50537761,Right,176,91,"['Power Shot', 'Technical', 'First Touch', 'Trickster', 'Relentless']","['Quick Step', 'Low Driven Shot']","['RM', 'LM', 'RW', 'ST']","['RM Winger', 'LM Winger', 'RW Winger']","['RM Inside Forward', 'LM Inside Forward', 'RW Inside Forward', 'ST False 9']",5,5,77.0,50537761_131,131,50537761,inside_forward,88.93268689524959,50537761_131_inside_forward
MOSTLY_EXPLOSIVE,93,69,93,96,90,90,86,83,54,93,92,69,14,10,10,9,7,51,46,78,81,88,77,92,90,93,94,52,88,84,53,78,89,91,Unique,Serge Gnabry,50537761,Right,176,91,"['Power Shot', 'Technical', 'First Touch', 'Trickster', 'Relentless']","['Quick Step', 'Low Driven Shot']","['RM', 'LM', 'RW', 'ST']","['RM Winger', 'LM Winger', 'RW Winger']","['RM Inside Forward', 'LM Inside Forward', 'RW Inside Forward', 'ST False 9']",5,5,77.0,50537761_131,131,50537761,false_nine,89.19356517106847,50537761_131_false_nine
CONTROLLED_EXPLOSIVE,89,77,91,90,91,90,88,92,37,89,88,82,11,15,16,12,15,94,50,93,87,89,77,90,89,90,90,38,86,81,51,84,90,91,Average Medium,Alassane Plea,50538115,Right,181,87,"['Finesse Shot', 'Power Shot', 'Pinged Pass', 'Technical']","['First Touch', 'Incisive Pass']","['CAM', 'LM', 'ST']","['LM Wide Midfielder', 'CAM Shadow Striker', 'ST False 9']","['LM Inside Forward', 'CAM Playmaker', 'ST Advanced Forward']",5,4,82.0,50538115_132,132,50538115,playmaker,85.99919853611777,50538115_132_playmaker
CONTROLLED_EXPLOSIVE,89,77,91,90,91,90,88,92,37,89,88,82,11,15,16,12,15,94,50,93,87,89,77,90,89,90,90,38,86,81,51,84,90,91,Average Medium,Alassane Plea,50538115,Right,181,87,"['Finesse Shot', 'Power Shot', 'Pinged Pass', 'Technical']","['First Touch', 'Incisive Pass']","['CAM', 'LM', 'ST']","['LM Wide Midfielder', 'CAM Shadow Striker', 'ST False 9']","['LM Inside Forward', 'CAM Playmaker', 'ST Advanced Forward']",5,4,82.0,50538115_132,132,50538115,inside_forward,84.62152142956688,50538115_132_inside_forward
CONTROLLED_EXPLOSIVE,89,77,91,90,91,90,88,92,37,89,88,82,11,15,16,12,15,94,50,93,87,89,77,90,89,90,90,38,86,81,51,84,90,91,Average Medium,Alassane Plea,50538115,Right,181,87,"['Finesse Shot', 'Power Shot', 'Pinged Pass', 'Technical']","['First Touch', 'Incisive Pass']","['CAM', 'LM', 'ST']","['LM Wide Midfielder', 'CAM Shadow Striker', 'ST False 9']","['LM Inside Forward', 'CAM Playmaker', 'ST Advanced Forward']",5,4,82.0,50538115_132,132,50538115,advanced_forward,84.79570701537031,50538115_132_advanced_forward
CONTROLLED_LENGTHY,88,76,81,80,88,85,70,80,57,86,90,70,9,7,11,6,16,90,57,94,75,87,86,94,87,86,93,24,88,86,33,86,87,86,Lean Tall,Patrick Bamford,50538182,Left,185,88,"['Chip Shot', 'Pinged Pass', 'Bruiser', 'First Touch', 'Acrobatic']",['Finesse Shot'],['ST'],['ST Advanced Forward'],"['ST Poacher', 'ST Target Forward']",4,4,71.0,50538182_133,133,50538182,target_forward,81.00837822201547,50538182_133_target_forward
CONTROLLED_LENGTHY,88,76,81,80,88,85,70,80,57,86,90,70,9,7,11,6,16,90,57,94,75,87,86,94,87,86,93,24,88,86,33,86,87,86,Lean Tall,Patrick Bamford,50538182,Left,185,88,"['Chip Shot', 'Pinged Pass', 'Bruiser', 'First Touch', 'Acrobatic']",['Finesse Shot'],['ST'],['ST Advanced Forward'],"['ST Poacher', 'ST Target Forward']",4,4,71.0,50538182_133,133,50538182,poacher,82.46333026170333,50538182_133_poacher
MOSTLY_EXPLOSIVE,86,76,79,78,87,85,87,87,79,85,69,69,6,9,15,14,14,72,81,80,79,79,52,81,84,87,80,79,77,88,83,62,85,62,Unique,João Cancelo,50542162,Right,182,86,"['Whipped Pass', 'Block', 'Technical', 'Flair', 'First Touch', 'Trivela']",[],"['LB', 'RB', 'RM']",['RB Attacking Wingback'],['LB Attacking Wingback'],4,4,74.0,50542162_134,134,50542162,attacking_wingback,75.95982830746978,50542162_134_attacking_wingback
MOSTLY_LENGTHY,78,81,80,80,80,86,80,79,84,81,74,58,15,7,14,7,15,77,87,83,87,88,53,73,83,89,84,84,81,80,84,94,88,89,Stocky Tall,Niklas Süle,50543838,Right,195,86,"['Pinged Pass', 'Long Ball Pass', 'Tiki Taka', 'Intercept', 'Slide Tackle']",['Bruiser'],"['CDM', 'RB', 'CB']","['CB Ball-Playing Defender', 'CDM Centre-Half', 'CDM Deep-Lying Playmaker']",['CDM Holding'],3,4,99.0,50543838_135,135,50543838,holding,80.54546265385233,50543838_135_holding
EXPLOSIVE,97,47,95,94,94,94,86,81,38,97,84,87,7,9,10,8,7,78,34,60,77,83,96,85,88,84,80,31,94,83,36,58,81,84,Average Medium,Paulo Futre,50545749,Left,175,90,"['Finesse Shot', 'Incisive Pass', 'Rapid', 'Flair', 'First Touch', 'Quick Step']","['Technical', 'Trickster']","['LW', 'LM', 'RW', 'ST']","['LM Winger', 'RW Winger', 'LW Winger', 'ST Advanced Forward']","['LM Inside Forward', 'RW Inside Forward', 'LW Inside Forward', 'ST False 9']",5,5,74.0,50545749_136,136,50545749,inside_forward,87.94593403768847,50545749_136_inside_forward
EXPLOSIVE,97,47,95,94,94,94,86,81,38,97,84,87,7,9,10,8,7,78,34,60,77,83,96,85,88,84,80,31,94,83,36,58,81,84,Average Medium,Paulo Futre,50545749,Left,175,90,"['Finesse Shot', 'Incisive Pass', 'Rapid', 'Flair', 'First Touch', 'Quick Step']","['Technical', 'Trickster']","['LW', 'LM', 'RW', 'ST']","['LM Winger', 'RW Winger', 'LW Winger', 'ST Advanced Forward']","['LM Inside Forward', 'RW Inside Forward', 'LW Inside Forward', 'ST False 9']",5,5,74.0,50545749_136,136,50545749,false_nine,86.30361831925559,50545749_136_false_nine
LENGTHY,70,35,60,56,40,68,18,38,23,30,15,16,85,84,86,85,90,17,25,82,61,20,15,15,85,64,64,19,70,39,16,83,65,16,Average Tall,Mike Maignan,50547346,Right,191,89,"['GK Far Throw', 'GK Footwork', 'GK Cross Claimer', 'GK Rush Out']",['GK Deflector'],['GK'],['GK Goalkeeper'],['GK Sweeper Keeper'],1,4,89.0,50547346_137,137,50547346,sweeper_keeper,84.16573501157819,50547346_137_sweeper_keeper
CONTROLLED,87,97,83,87,75,83,74,77,91,70,75,72,9,14,8,14,10,83,85,94,80,79,77,77,80,84,76,88,81,97,89,84,84,79,Lean Medium,Luke O'Nien,50547348,Right,179,88,"['Pinged Pass', 'Long Ball Pass', 'Slide Tackle', 'Relentless', 'Long Throw']",['Intercept'],['CB'],"['CB Defender', 'CB Stopper']",['CB Ball-Playing Defender'],2,4,74.0,50547348_138,138,50547348,ball_playing_defender,79.70932645109116,50547348_138_ball_playing_defender
LENGTHY,82,93,70,70,82,84,59,67,89,75,89,68,15,12,6,7,13,92,82,93,72,72,71,90,85,94,88,72,87,81,88,93,94,84,Stocky Tall,Aleksandar Mitrović,50547364,Right,189,87,"['Power Header', 'Long Ball Pass', 'Jockey', 'Block', 'Intercept', 'Anticipate']",['Aerial'],['CB'],"['CB Defender', 'CB Ball-Playing Defender']",['CB Stopper'],3,4,90.0,50547364_139,139,50547364,stopper,81.51563390469393,50547364_139_stopper
MOSTLY_EXPLOSIVE,95,68,92,90,87,83,84,87,62,88,85,65,9,11,11,12,8,59,70,84,82,83,64,89,86,83,83,47,94,93,56,74,89,73,Lean Medium,Rafa,50548195,Right,172,87,"['Rapid', 'Flair', 'Quick Step', 'Trivela', 'Acrobatic']",['First Touch'],"['CAM', 'ST']","['CAM Shadow Striker', 'CAM Half Winger', 'ST False 9']",['CAM Playmaker'],5,3,66.0,50548195_140,140,50548195,playmaker,81.9558232742653,50548195_140_playmaker
MOSTLY_LENGTHY,81,99,84,84,90,90,75,85,46,86,94,70,15,12,8,15,8,96,42,99,67,82,76,90,88,87,89,25,91,99,27,99,83,77,Average Tall,Alexander Sørloth,50548197,Left,195,88,"['Rapid', 'Flair', 'Quick Step', 'Relentless', 'Trivela', 'Acrobatic', 'Long Throw', 'Aerial']",['Press Proven'],['ST'],"['ST Advanced Forward', 'ST Poacher', 'ST False 9']",['ST Target Forward'],4,5,94.0,50548197_141,141,50548197,target_forward,86.5139101817133,50548197_141_target_forward
CONTROLLED_EXPLOSIVE,89,60,85,83,93,89,89,92,47,90,85,84,13,9,6,12,10,66,52,81,91,95,71,88,87,89,90,45,86,84,49,75,88,87,Average Medium,Marco Asensio,50552482,Left,182,87,"['Finesse Shot', 'Dead Ball', 'Pinged Pass', 'Whipped Pass', 'Technical', 'Flair']",['Incisive Pass'],"['RW', 'RM', 'CM']","['CM Half-Winger', 'RM Wide Midfielder', 'RM Wide Playmaker', 'RW Inside Forward']","['CM Playmaker', 'RW Wide Playmaker']",5,4,76.0,50552482_142,142,50552482,playmaker,84.65053659662497,50552482_142_playmaker
CONTROLLED_EXPLOSIVE,89,60,85,83,93,89,89,92,47,90,85,84,13,9,6,12,10,66,52,81,91,95,71,88,87,89,90,45,86,84,49,75,88,87,Average Medium,Marco Asensio,50552482,Left,182,87,"['Finesse Shot', 'Dead Ball', 'Pinged Pass', 'Whipped Pass', 'Technical', 'Flair']",['Incisive Pass'],"['RW', 'RM', 'CM']","['CM Half-Winger', 'RM Wide Midfielder', 'RM Wide Playmaker', 'RW Inside Forward']","['CM Playmaker', 'RW Wide Playmaker']",5,4,76.0,50552482_142,142,50552482,wide_playmaker,82.91659658093029,50552482_142_wide_playmaker
MOSTLY_LENGTHY,87,90,77,77,82,83,53,56,90,80,43,40,14,11,11,8,9,88,89,95,97,42,50,42,83,94,66,89,86,85,93,92,73,42,Lean Tall,Tosin Adarabioyo,50553752,Right,196,89,"['Pinged Pass', 'Long Ball Pass', 'Jockey', 'Intercept', 'Slide Tackle']",['Aerial'],['CB'],[],"['CB Defender', 'CB Stopper', 'CB Ball-Playing Defender']",3,3,80.0,50553752_143,143,50553752,ball_playing_defender,85.58911862885842,50553752_143_ball_playing_defender
MOSTLY_LENGTHY,87,90,77,77,82,83,53,56,90,80,43,40,14,11,11,8,9,88,89,95,97,42,50,42,83,94,66,89,86,85,93,92,73,42,Lean Tall,Tosin Adarabioyo,50553752,Right,196,89,"['Pinged Pass', 'Long Ball Pass', 'Jockey', 'Intercept', 'Slide Tackle']",['Aerial'],['CB'],[],"['CB Defender', 'CB Stopper', 'CB Ball-Playing Defender']",3,3,80.0,50553752_143,143,50553752,defender,86.53016897076691,50553752_143_defender
MOSTLY_LENGTHY,87,90,77,77,82,83,53,56,90,80,43,40,14,11,11,8,9,88,89,95,97,42,50,42,83,94,66,89,86,85,93,92,73,42,Lean Tall,Tosin Adarabioyo,50553752,Right,196,89,"['Pinged Pass', 'Long Ball Pass', 'Jockey', 'Intercept', 'Slide Tackle']",['Aerial'],['CB'],[],"['CB Defender', 'CB Stopper', 'CB Ball-Playing Defender']",3,3,80.0,50553752_143,143,50553752,stopper,83.87696082933127,50553752_143_stopper
LENGTHY,85,80,75,77,90,81,75,85,34,83,92,76,8,9,14,9,10,99,27,88,87,87,89,89,89,95,90,32,87,80,36,98,90,78,Average Tall,Vedat Muriqi,50555358,Left,194,86,"['Power Shot', 'Press Proven', 'Trivela', 'Aerial', 'Low Driven Shot']",['Power Header'],['ST'],"['ST Advanced Forward', 'ST False 9']","['ST Poacher', 'ST Target Forward']",4,4,92.0,50555358_144,144,50555358,target_forward,83.54106748996686,50555358_144_target_forward
LENGTHY,85,80,75,77,90,81,75,85,34,83,92,76,8,9,14,9,10,99,27,88,87,87,89,89,89,95,90,32,87,80,36,98,90,78,Average Tall,Vedat Muriqi,50555358,Left,194,86,"['Power Shot', 'Press Proven', 'Trivela', 'Aerial', 'Low Driven Shot']",['Power Header'],['ST'],"['ST Advanced Forward', 'ST False 9']","['ST Poacher', 'ST Target Forward']",4,4,92.0,50555358_144,144,50555358,poacher,81.28860945511607,50555358_144_poacher
CONTROLLED,93,72,91,90,91,80,84,81,60,88,87,91,8,8,12,14,11,87,36,95,80,90,88,90,82,85,90,27,96,89,26,91,89,83,Average Medium,Cesinha,50557381,Right,177,87,"['Power Shot', 'Dead Ball', 'Technical', 'Flair']","['Rapid', 'Trickster']","['CM', 'CAM', 'ST', 'LW']","['CM Playmaker', 'CAM Shadow Striker', 'ST Advanced Forward']","['CAM Playmaker', 'LW Inside Forward', 'ST False 9']",5,5,74.0,50557381_145,145,50557381,playmaker,82.94382291356878,50557381_145_playmaker
CONTROLLED,93,72,91,90,91,80,84,81,60,88,87,91,8,8,12,14,11,87,36,95,80,90,88,90,82,85,90,27,96,89,26,91,89,83,Average Medium,Cesinha,50557381,Right,177,87,"['Power Shot', 'Dead Ball', 'Technical', 'Flair']","['Rapid', 'Trickster']","['CM', 'CAM', 'ST', 'LW']","['CM Playmaker', 'CAM Shadow Striker', 'ST Advanced Forward']","['CAM Playmaker', 'LW Inside Forward', 'ST False 9']",5,5,74.0,50557381_145,145,50557381,inside_forward,86.53674091376195,50557381_145_inside_forward
CONTROLLED,93,72,91,90,91,80,84,81,60,88,87,91,8,8,12,14,11,87,36,95,80,90,88,90,82,85,90,27,96,89,26,91,89,83,Average Medium,Cesinha,50557381,Right,177,87,"['Power Shot', 'Dead Ball', 'Technical', 'Flair']","['Rapid', 'Trickster']","['CM', 'CAM', 'ST', 'LW']","['CM Playmaker', 'CAM Shadow Striker', 'ST Advanced Forward']","['CAM Playmaker', 'LW Inside Forward', 'ST False 9']",5,5,74.0,50557381_145,145,50557381,false_nine,85.22198222860919,50557381_145_false_nine
CONTROLLED,47,34,70,40,26,55,12,14,14,19,13,17,90,86,89,89,90,13,20,68,29,11,24,11,79,36,60,18,55,42,17,73,35,15,Lean Tall,Álex Remiro,50558775,Right,192,90,"['Pinged Pass', 'Long Ball Pass', 'GK Footwork', 'GK Cross Claimer', 'GK Deflector']",['GK Far Throw'],['GK'],['GK Goalkeeper'],['GK Sweeper Keeper'],1,4,79.0,50558775_146,146,50558775,sweeper_keeper,82.31818497113511,50558775_146_sweeper_keeper
MOSTLY_LENGTHY,78,87,58,50,76,87,61,67,94,70,64,59,7,14,17,11,15,95,92,80,85,61,68,71,88,81,81,84,82,78,93,92,60,56,Unique,Wendie Renard,50558964,Right,187,89,"['Power Header', 'Long Ball Pass', 'Jockey', 'Intercept', 'Aerial']",['Anticipate'],"['CB', 'CDM']","['CB Defender', 'CB Ball-Playing Defender']",['CB Stopper'],3,3,70.0,50558964_147,147,50558964,stopper,81.35828969665185,50558964_147_stopper
MOSTLY_EXPLOSIVE,90,59,83,83,90,89,87,84,65,89,89,85,10,6,10,13,11,89,35,87,78,89,90,91,88,90,90,36,88,88,38,63,88,85,Lean Medium,Oyarzabal,50561790,Left,181,88,"['Chip Shot', 'Incisive Pass', 'Technical', 'Trivela', 'Acrobatic']","['Power Shot', 'Quick Step']","['ST', 'LM', 'LW']","['LM Wide Midfielder', 'LW Winger', 'ST False 9']","['ST Advanced Forward', 'ST Poacher']",4,5,79.0,50561790_148,148,50561790,poacher,84.89802777234817,50561790_148_poacher
MOSTLY_EXPLOSIVE,90,59,83,83,90,89,87,84,65,89,89,85,10,6,10,13,11,89,35,87,78,89,90,91,88,90,90,36,88,88,38,63,88,85,Lean Medium,Oyarzabal,50561790,Left,181,88,"['Chip Shot', 'Incisive Pass', 'Technical', 'Trivela', 'Acrobatic']","['Power Shot', 'Quick Step']","['ST', 'LM', 'LW']","['LM Wide Midfielder', 'LW Winger', 'ST False 9']","['ST Advanced Forward', 'ST Poacher']",4,5,79.0,50561790_148,148,50561790,advanced_forward,85.8805713594268,50561790_148_advanced_forward
CONTROLLED_LENGTHY,85,68,78,67,84,80,62,63,36,80,88,52,14,14,10,9,6,86,34,94,54,74,75,92,89,72,86,22,92,81,45,86,70,83,Lean Tall,Victor Osimhen,50563941,Right,186,87,"['Chip Shot', 'Power Header', 'Rapid', 'Acrobatic']",[],['ST'],[],['ST Poacher'],3,4,77.0,50563941_149,149,50563941,poacher,76.88843953714685,50563941_149_poacher
CONTROLLED_LENGTHY,81,90,80,80,86,88,82,84,88,84,67,67,8,11,14,5,9,75,90,85,89,85,74,74,87,88,88,87,82,95,90,87,82,52,Average Tall,Declan Rice,50566026,Right,185,90,"['Pinged Pass', 'Long Ball Pass', 'Anticipate', 'Bruiser', 'Press Proven']","['Block', 'Intercept']","['CDM', 'CM']","['CDM Centre-Half', 'CDM Deep-Lying Playmaker', 'CDM Wide Half', 'CM Box to Box']",['CDM Holding'],3,4,80.0,50566026_150,150,50566026,holding,84.78716246941,50566026_150_holding
CONTROLLED,94,92,92,92,88,87,74,77,54,92,96,79,9,11,11,9,6,92,29,96,87,88,85,94,87,88,92,50,93,93,53,92,85,85,Average Medium,Cucho Hernández,50568682,Right,176,92,"['Finesse Shot', 'Chip Shot', 'Power Shot', 'Tiki Taka', 'Technical', 'Rapid', 'Flair', 'Acrobatic']","['First Touch', 'Quick Step']",['ST'],[],"['ST Advanced Forward', 'ST Poacher', 'ST False 9', 'ST Target Forward']",5,4,73.0,50568682_151,151,50568682,poacher,90.394479041026,50568682_151_poacher
CONTROLLED,94,92,92,92,88,87,74,77,54,92,96,79,9,11,11,9,6,92,29,96,87,88,85,94,87,88,92,50,93,93,53,92,85,85,Average Medium,Cucho Hernández,50568682,Right,176,92,"['Finesse Shot', 'Chip Shot', 'Power Shot', 'Tiki Taka', 'Technical', 'Rapid', 'Flair', 'Acrobatic']","['First Touch', 'Quick Step']",['ST'],[],"['ST Advanced Forward', 'ST Poacher', 'ST False 9', 'ST Target Forward']",5,4,73.0,50568682_151,151,50568682,false_nine,87.74861568902469,50568682_151_false_nine
